Date,Open,High,Low,Close,Adj Close,Volume,SMA20,2xstd,ld,hd
1994-01-03,46.59375,46.65625,46.40625,46.46875,27.971474,960900,,,,
1994-01-04,46.53125,46.65625,46.46875,46.65625,28.084343,164300,,,,
1994-01-05,46.71875,46.78125,46.53125,46.75,28.140778000000005,710900,,,,
1994-01-06,46.8125,46.84375,46.6875,46.75,28.140778000000005,201000,,,,
1994-01-07,46.84375,47.0625,46.71875,47.03125,28.310053000000003,775500,,,,
1994-01-10,47.09375,47.59375,46.96875,47.59375,28.648643,593700,,,,
1994-01-11,47.5625,47.5625,47.34375,47.5,28.592218,295200,,,,
1994-01-12,47.53125,47.53125,47.1875,47.34375,28.498177000000002,158400,,,,
1994-01-13,47.21875,47.3125,47.15625,47.21875,28.422939000000003,244300,,,,
1994-01-14,47.375,47.5,47.375,47.40625,28.535788,137200,,,,
1994-01-17,47.40625,47.46875,47.3125,47.40625,28.535788,17700,,,,
1994-01-18,47.46875,47.53125,47.375,47.46875,28.573421000000003,166400,,,,
1994-01-19,47.40625,47.46875,47.25,47.34375,28.498177000000002,200800,,,,
1994-01-20,47.40625,47.5,47.375,47.46875,28.573421000000003,281100,,,,
1994-01-21,47.53125,47.53125,47.34375,47.375,28.516981,85600,,,,
1994-01-24,47.34375,47.5625,47.1875,47.1875,28.404121000000004,373800,,,,
1994-01-25,47.21875,47.25,47.09375,47.1875,28.404121000000004,310400,,,,
1994-01-26,47.1875,47.34375,47.125,47.3125,28.479349,145100,,,,
1994-01-27,47.40625,47.8125,47.34375,47.75,28.742702,344500,,,,
1994-01-28,47.9375,48.03125,47.875,47.875,28.817945,356500,,,,
1994-01-31,48.0625,48.3125,48.0,48.21875,29.024876000000003,313800,47.2546875,0.7102142612444501,46.54447323875555,47.964901761244455
1994-02-01,48.15625,48.15625,47.90625,47.96875,28.874382,303600,47.3421875,0.7322042384983852,46.60998326150162,48.074391738498385
1994-02-02,48.125,48.28125,48.09375,48.28125,29.062489000000003,307600,47.4078125,0.7094438292599352,46.69836867074007,48.11725632925993
1994-02-03,48.1875,48.1875,47.90625,48.0625,28.930805,466100,47.484375,0.7388494010960556,46.745525598903946,48.223224401096054
1994-02-04,48.0625,48.125,46.96875,46.96875,28.272432000000002,1403200,47.55,0.6983238861731711,46.85167611382683,48.24832388617317
1994-02-07,46.84375,47.3125,46.84375,47.1875,28.404121000000004,516400,47.546875,0.7080728687783483,46.838802131221655,48.254947868778345
1994-02-08,47.28125,47.28125,47.03125,47.21875,28.422939000000003,188200,47.5265625,0.7246429616542205,46.80191953834578,48.251205461654216
1994-02-09,47.25,47.4375,47.1875,47.40625,28.535788,144600,47.5125,0.7369701486491836,46.77552985135082,48.24947014864919
1994-02-10,47.375,47.40625,47.0,47.0,28.291252000000004,883900,47.515625,0.73460767590599,46.78101732409401,48.25023267590599
1994-02-11,47.03125,47.28125,46.8125,47.15625,28.385319,519400,47.5046875,0.7581007827954012,46.7465867172046,48.262788282795405
1994-02-14,47.0625,47.375,47.0,47.21875,28.422939000000003,2742100,47.4921875,0.7722923972660873,46.719895102733915,48.264479897266085
1994-02-15,47.3125,47.5,47.25,47.46875,28.573421000000003,374700,47.4828125,0.7807435858686255,46.702068914131374,48.26355608586863
1994-02-16,47.53125,47.53125,47.34375,47.4375,28.554602000000003,287600,47.4828125,0.7807435858686255,46.702068914131374,48.26355608586863
1994-02-17,47.65625,47.6875,47.03125,47.15625,28.385319,342400,47.4875,0.7784700540162093,46.70902994598379,48.26597005401621
1994-02-18,47.1875,47.21875,46.75,46.875,28.216026,313300,47.471875,0.7917790490408291,46.68009595095917,48.263654049040824
1994-02-22,47.0,47.34375,47.0,47.34375,28.498177000000002,154500,47.446875,0.8329400113453551,46.61393498865464,48.279815011345356
1994-02-23,47.40625,47.4375,47.0625,47.21875,28.422939000000003,391700,47.4546875,0.8259641619798037,46.628723338020194,48.2806516619798
1994-02-24,47.0625,47.0625,46.5625,46.59375,28.046713,770800,47.45625,0.8240524861924752,46.63219751380752,48.280302486192475
1994-02-25,46.65625,46.8125,46.5625,46.8125,28.178383,531300,47.4203125,0.9047347245878206,46.51557777541218,48.32504722458782
