Date,Open,High,Low,Close,Adj Close,Volume,SMA20,2xstd,ld,hd
2016-01-04,200.490005,201.029999,198.58999599999999,201.020004,181.324615,222353500,,,,
2016-01-05,201.399994,201.899994,200.050003,201.360001,181.63128700000001,110845800,,,,
2016-01-06,198.33999599999999,200.059998,197.600006,198.820007,179.340149,152112600,,,,
2016-01-07,195.330002,197.440002,193.58999599999999,194.050003,175.03753700000001,213436100,,,,
2016-01-08,195.190002,195.850006,191.580002,191.919998,173.11621100000002,209817200,,,,
2016-01-11,193.009995,193.41000400000001,189.820007,192.110001,173.287613,187941300,,,,
2016-01-12,193.820007,194.550003,191.139999,193.66000400000001,174.685745,172330500,,,,
2016-01-13,194.449997,194.860001,188.380005,188.830002,170.328918,221168900,,,,
2016-01-14,189.550003,193.259995,187.66000400000001,191.929993,173.125198,240795600,,,,
2016-01-15,186.770004,188.759995,185.520004,187.809998,169.40888999999999,324846400,,,,
2016-01-19,189.96000700000002,190.110001,186.199997,188.059998,169.634384,195244400,,,,
2016-01-20,185.029999,187.5,181.020004,185.649994,167.46054099999998,286547800,,,,
2016-01-21,186.21000700000002,188.869995,184.639999,186.690002,168.398636,195772900,,,,
2016-01-22,189.779999,190.759995,188.880005,190.520004,171.853317,168319600,,,,
2016-01-25,189.919998,190.149994,187.41000400000001,187.639999,169.255524,130371700,,,,
2016-01-26,188.419998,190.529999,188.020004,190.199997,171.564682,141036800,,,,
2016-01-27,189.580002,191.559998,187.059998,188.130005,169.697525,185681700,,,,
2016-01-28,189.96000700000002,190.199997,187.16000400000001,189.110001,170.581528,143798800,,,,
2016-01-29,190.020004,193.880005,189.880005,193.720001,174.739838,210529300,,,,
2016-02-01,192.529999,194.580002,191.83999599999999,193.649994,174.676697,136061600,,,,
2016-02-02,191.96000700000002,191.970001,189.53999299999998,190.16000400000001,171.528625,182564900,191.74400029999998,8.789203811179766,182.95479648882022,200.53320411117974
2016-02-03,191.41000400000001,191.779999,187.100006,191.300003,172.556961,205054900,191.20100029999998,7.704782122919304,183.49621817708066,198.9057824229193
2016-02-04,190.71000700000002,192.75,189.96000700000002,191.600006,172.82753,139531800,190.69800039999998,6.141053104025252,184.55694729597474,196.83905350402523
2016-02-05,190.990005,191.669998,187.199997,187.949997,169.535202,180788300,190.33700035,4.915340645413676,185.42165970458635,195.25234099541368
2016-02-08,185.770004,186.119995,182.800003,185.419998,167.253052,191526700,190.03200005000002,4.708582821959937,185.32341722804009,194.74058287195996
2016-02-09,183.360001,186.940002,183.199997,185.429993,167.26207,184513100,189.70700004999998,5.028862448034967,184.678137601965,194.73586249803495
2016-02-10,186.41000400000001,188.33999599999999,185.119995,185.270004,167.117752,148214100,189.37299965,5.229427081475117,184.1435725685249,194.6024267314751
2016-02-11,182.33999599999999,184.100006,181.08999599999999,182.860001,164.943848,219058900,188.95349965,5.131687831685141,183.82181181831487,194.08518748168513
2016-02-12,184.96000700000002,186.649994,183.96000700000002,186.630005,168.34451299999998,127632400,188.6549996,5.779351668488824,182.87564793151117,194.43435126848883
2016-02-16,188.770004,189.809998,187.630005,189.779999,171.185867,120250700,188.39000019999997,5.638706522958987,182.751293677041,194.02870672295896
2016-02-17,191.16000400000001,193.320007,191.009995,192.880005,173.98216200000002,136009500,188.48850025,5.66350960404055,182.82499064595945,194.15200985404053
2016-02-18,193.199997,193.270004,191.720001,192.08999599999999,173.269547,102343000,188.7295006,5.971880467529686,182.75762013247032,194.70138106752967
2016-02-19,191.169998,192.179993,190.449997,192.0,173.18837,114793000,189.05150070000002,5.967456220841343,183.08404447915868,195.01895692084136
2016-02-22,193.869995,194.949997,193.78999299999998,194.779999,175.695984,103640300,189.3170006,5.995995944166218,183.32100465583378,195.31299654416623
2016-02-23,194.0,194.320007,192.179993,192.320007,173.477005,111455300,189.53000035000002,6.438161123803574,183.09183922619644,195.9681614738036
2016-02-24,190.630005,193.529999,189.320007,193.199997,174.270782,150812200,189.76400074999998,6.486393474656277,183.2776072753437,196.25039422465625
2016-02-25,193.729996,195.550003,192.830002,195.53999299999998,176.381516,110728300,189.91400075,6.656312478246759,183.25768827175327,196.57031322824676
2016-02-26,196.570007,196.679993,194.899994,195.08999599999999,175.975616,129833700,190.28450014999999,7.032158002965408,183.25234214703457,197.3166581529654
2016-02-29,195.110001,196.229996,193.330002,193.559998,174.59552,125918100,190.58349990000002,7.3100144458731044,183.27348545412693,197.89351434587311
2016-03-01,195.009995,198.21000700000002,194.449997,198.110001,178.69970700000002,141799700,190.57549975,7.296604384717173,183.27889536528284,197.87210413471718
2016-03-02,197.740005,199.059998,197.25,199.0,179.502533,102415000,190.7985001,7.905995051937936,182.89250504806208,198.70449515193795
2016-03-03,198.78999299999998,199.800003,198.110001,199.779999,180.206085,95172200,191.2404999,8.665719077864452,182.57478082213555,199.90621897786446
2016-03-04,200.009995,201.350006,199.029999,200.429993,180.792389,129293600,191.6644997,9.431833579260292,182.2326661207397,201.09633327926028
2016-03-07,199.33999599999999,201.070007,199.25,200.58999599999999,180.936752,100219000,192.10599905,10.175742755871012,181.930256294129,202.281741805871
2016-03-08,199.320007,199.919998,198.21000700000002,198.399994,178.961304,123974900,192.73799900000003,10.624933652878134,182.1130653471219,203.36293265287816
2016-03-09,199.360001,199.78999299999998,198.429993,199.380005,179.845291,94801200,193.38699880000001,10.339507817844469,183.04749098215555,203.72650661784448
2016-03-10,199.96000700000002,201.070007,197.380005,199.53999299999998,179.98959399999998,156838700,194.08449940000003,9.9739575881225,184.11054181187754,204.05845698812251
2016-03-11,201.259995,202.809998,199.520004,202.759995,182.894104,137964500,194.79799885000003,9.373202246920162,185.42479660307987,204.17120109692019
2016-03-14,202.16000400000001,203.03999299999998,201.770004,202.5,182.659592,73612000,195.79299855,8.250596387829846,187.54240216217013,204.04359493782985
2016-03-15,201.360001,202.529999,201.050003,202.169998,182.36193799999998,93169100,196.58649829999996,7.599898477773424,188.98659982222654,204.18639677777338
2016-03-16,201.600006,203.820007,201.550003,203.33999599999999,183.417282,129303200,197.20599824999996,7.29333554391012,189.91266270608983,204.4993337939101
2016-03-17,203.240005,205.229996,202.770004,204.630005,184.580902,134278500,197.72899779999997,7.475357610071495,190.2536401899285,205.20435541007146
