Date,Open,High,Low,Close,Adj Close,Volume,SMA20,2xstd,ld,hd,std,psd,nsd
2020-01-02,118.860001,119.889999,118.699997,118.940002,115.619484,6764900,,,,,,,
2020-01-03,118.269997,118.790001,117.589996,117.889999,114.598793,5399200,,,,,,,
2020-01-06,117.400002,118.089996,116.769997,117.650002,114.365509,6445500,,,,,,,
2020-01-07,117.260002,117.519997,116.199997,116.559998,113.305931,6846900,,,,,,,
2020-01-08,116.300003,116.730003,115.68,116.160004,112.917099,5875800,,,,,,,
2020-01-09,116.150002,117.370003,116.080002,117.360001,114.083588,5563700,,,,,,,
2020-01-10,117.239998,117.339996,115.980003,116.379997,113.130951,6054800,,,,,,,
2020-01-13,116.379997,116.550003,115.370003,115.879997,112.644905,6112600,,,,,,,
2020-01-14,115.470001,116.209999,115.129997,116.18,112.936539,6585800,,,,,,,
2020-01-15,114.629997,115.870003,114.519997,115.279999,112.061668,7454200,,,,,,,
2020-01-16,115.5,115.93,115.279999,115.900002,112.664352,5369400,,,,,,,
2020-01-17,116.050003,116.300003,114.639999,114.959999,111.750587,10045000,,,,,,,
2020-01-21,114.589996,115.690002,114.519997,115.589996,112.363007,7353700,,,,,,,
2020-01-22,115.220001,116.529999,115.18,116.099998,112.858757,4926100,,,,,,,
2020-01-23,116.209999,116.309998,115.040001,115.809998,112.576859,4305100,,,,,,,
2020-01-24,116.0,116.029999,114.150002,114.370003,111.177055,4383400,,,,,,,
2020-01-27,113.190002,116.230003,112.68,115.860001,112.625465,7018400,,,,,,,
2020-01-28,115.980003,116.900002,115.949997,116.599998,113.344803,5270200,,,,,,,
2020-01-29,116.559998,117.120003,115.889999,115.889999,112.654625,3775500,,,,,,,
2020-01-30,115.610001,116.720001,115.330002,116.580002,113.325378,4581500,,,,,,,
2020-01-31,115.800003,116.260002,113.900002,114.489998,111.293701,7775800,116.29699975000001,2.0378044356657883,114.25919531433422,118.3348041856658,1.0189022178328941,117.3159019678329,115.27809753216712
2020-02-03,114.900002,115.389999,114.099998,114.269997,111.079849,4347100,116.07449955,1.7918092666962608,114.28269028330374,117.86630881669626,0.8959046333481304,116.97040418334812,115.17859491665187
2020-02-04,115.239998,116.239998,114.889999,115.269997,112.051941,5232200,115.89349944999996,1.7525908088940176,114.14090864110595,117.64609025889398,0.8762954044470088,116.76979485444697,115.01720404555296
2020-02-05,115.599998,116.949997,114.849998,116.809998,113.54895,5682900,115.77449919999997,1.5734106662977199,114.20108853370225,117.34790986629768,0.7867053331488599,116.56120453314882,114.9877938668511
2020-02-06,116.830002,117.230003,116.059998,116.309998,113.062912,5352900,115.7869992,1.6018882622765653,114.18511093772344,117.38888746227656,0.8009441311382827,116.58794333113828,114.98605506886172
2020-02-07,116.110001,116.760002,115.760002,116.449997,113.198997,3689600,115.79449890000001,1.6101863418917552,114.18431255810825,117.40468524189177,0.8050931709458776,116.59959207094589,114.98940572905413
2020-02-10,115.75,116.980003,115.050003,115.25,112.032501,6144900,115.74899870000004,1.4765483973153175,114.27245030268473,117.22554709731536,0.7382741986576588,116.48727289865771,115.01072450134238
2020-02-11,115.43,115.5,114.440002,115.400002,112.178314,5796800,115.69249885000002,1.4620514378824374,114.23044741211758,117.15455028788246,0.7310257189412187,116.42352456894125,114.9614731310588
2020-02-12,115.5,116.419998,115.410004,115.849998,112.615753,4735600,115.66849909999999,1.4647082389387833,114.20379086106121,117.13320733893877,0.7323541194693917,116.40085321946938,114.9361449805306
2020-02-13,115.849998,117.540001,115.580002,117.440002,114.161362,5333200,115.65199899999998,1.4486348566892868,114.2033641433107,117.10063385668926,0.7243174283446434,116.37631642834462,114.92768157165533
2020-02-14,117.669998,118.57,117.160004,117.889999,114.598793,8130600,115.75999915,1.6320542160164002,114.1279449339836,117.3920533660164,0.8160271080082001,116.5760262580082,114.9439720419918
2020-02-18,118.470001,119.949997,117.360001,119.629997,116.290222,11513200,115.859499,1.878153294067127,113.98134570593287,117.73765229406713,0.9390766470335635,116.79857564703356,114.92042235296644
2020-02-19,119.5,119.940002,117.68,117.68,114.394661,7187800,116.0929989,2.4476278243262324,113.64537107567376,118.54062672432623,1.2238139121631162,117.3168128121631,114.86918498783689
2020-02-20,117.209999,118.110001,116.860001,117.690002,114.404381,5022900,116.1974991,2.5298839724411017,113.6676151275589,118.7273830724411,1.2649419862205509,117.46244108622055,114.93255711377945
2020-02-21,117.440002,118.75,117.309998,118.580002,115.269539,6242100,116.27699929999999,2.61125323843086,113.66574606156912,118.88825253843085,1.30562661921543,117.58262591921542,114.97137268078455
2020-02-24,117.459999,118.459999,115.949997,116.32,113.072624,6616000,116.41549949999998,2.7855090195539858,113.629990480446,119.20100851955397,1.3927545097769929,117.80825400977697,115.02274499022299
2020-02-25,116.349998,117.07,114.050003,114.389999,111.19651,7764300,116.51299935000002,2.624128133230943,113.88887121676908,119.13712748323096,1.3120640666154715,117.82506341661549,115.20093528338454
2020-02-26,114.699997,115.169998,113.650002,113.779999,110.60353899999998,6673300,116.43949925000001,2.7713866798073394,113.66811257019268,119.21088592980735,1.3856933399036697,117.82519258990368,115.05380591009634
2020-02-27,112.559998,114.07,110.349998,110.400002,107.317909,9492300,116.2984993,3.001748912153253,113.29675038784676,119.30024821215325,1.5008744560766265,117.79937375607663,114.79762484392337
2020-02-28,107.690002,108.519997,104.370003,107.68,104.673843,17456400,116.02399944999999,3.9540075166360755,112.06999193336391,119.97800696663607,1.9770037583180378,118.00100320831802,114.04699569168196
2020-03-02,107.599998,116.400002,107.290001,115.879997,112.644905,17074200,115.57899934999998,5.3576779189135,110.22132143108648,120.93667726891347,2.67883895945675,118.25783830945673,112.90016039054322
2020-03-03,116.080002,117.529999,112.339996,112.910004,109.757828,11113600,115.6484993,5.335384413480815,110.31311488651919,120.98388371348081,2.6676922067404076,118.31619150674041,112.98080709325959
