Date,Open,High,Low,Close,Adj Close,Volume,SMA20,2xstd,ld,hd
2011-01-03,126.709999,127.599998,125.699997,127.050003,103.440979,138725200,,,,
2011-01-04,127.33000200000001,127.370003,126.190002,126.980003,103.383949,137409700,,,,
2011-01-05,126.58000200000001,127.720001,126.459999,127.639999,103.92133299999999,133975300,,,,
2011-01-06,127.690002,127.83000200000001,127.010002,127.389999,103.717781,122519000,,,,
2011-01-07,127.559998,127.769997,126.150002,127.139999,103.514236,156034600,,,,
2011-01-10,126.58000200000001,127.160004,126.199997,126.980003,103.383949,122401700,,,,
2011-01-11,127.440002,127.739998,126.949997,127.43,103.75032,110287000,,,,
2011-01-12,128.21000700000002,128.720001,127.459999,128.580002,104.686661,107929200,,,,
2011-01-13,128.630005,128.690002,128.050003,128.369995,104.515648,129048400,,,,
2011-01-14,128.190002,129.330002,128.100006,129.300003,105.272865,117677900,,,,
2011-01-18,129.179993,129.639999,129.029999,129.520004,105.45196499999999,114401300,,,,
2011-01-19,129.41000400000001,129.53999299999998,127.910004,128.25,104.417969,151958400,,,,
2011-01-20,127.959999,128.399994,127.129997,128.080002,104.279549,175745700,,,,
2011-01-21,128.880005,129.169998,128.229996,128.369995,104.515648,151462900,,,,
2011-01-24,128.28999299999998,129.25,128.259995,129.100006,105.110031,113715500,,,,
2011-01-25,128.759995,129.279999,128.110001,129.169998,105.167,167552200,,,,
2011-01-26,129.490005,130.050003,129.229996,129.669998,105.57408899999999,141281500,,,,
2011-01-27,129.699997,130.21000700000002,129.470001,129.990005,105.83463300000001,123302700,,,,
2011-01-28,130.139999,130.350006,127.510002,127.720001,103.98644300000001,295637300,,,,
2011-01-31,128.070007,128.779999,127.75,128.679993,104.76804399999999,149249200,,,,
2011-02-01,129.46000700000002,130.970001,129.380005,130.740005,106.445251,167194300,128.2705004,1.8779937833884728,126.39250661661153,130.14849418338846
2011-02-02,130.399994,130.83999599999999,130.330002,130.490005,106.241722,118323600,128.45500050000004,2.076648096343863,126.37835240365618,130.5316485963439
2011-02-03,130.259995,130.979996,129.570007,130.779999,106.477852,145886700,128.63050060000006,2.140652076740017,126.48984852326005,130.7711526767401
2011-02-04,130.830002,131.199997,130.229996,131.149994,106.779068,134634800,128.78750060000002,2.282902824049099,126.50459777595091,131.07040342404912
2011-02-07,131.440002,132.399994,131.429993,131.970001,107.446693,112439100,128.97550035,2.4074763858985824,126.56802396410143,131.38297673589858
2011-02-08,132.08999599999999,132.639999,131.729996,132.570007,107.93523400000001,99072800,129.21700045,2.5850042829478985,126.63199616705211,131.8020047329479
2011-02-09,132.21000700000002,132.630005,131.610001,132.270004,107.690979,146436700,129.49650065,2.7599755003017883,126.73652514969821,132.25647615030178
2011-02-10,131.600006,132.470001,131.300003,132.320007,107.731697,162708500,129.73850084999998,2.8403498999715002,126.89815095002848,132.57885074997148
2011-02-11,131.800003,133.279999,131.770004,133.110001,108.37486299999999,137710300,129.9255011,2.998686723163187,126.9268143768368,132.92418782316318
2011-02-14,133.029999,133.53999299999998,132.880005,133.429993,108.635391,101690700,130.1625014,3.2111888097817265,126.95131259021827,133.37369020978173
2011-02-15,133.020004,133.220001,132.320007,133.009995,108.293449,119575400,130.3690009,3.4824825873620644,126.88651831263793,133.85148348736206
2011-02-16,133.46000700000002,134.009995,133.190002,133.850006,108.97734799999999,130183500,130.54350045,3.6409745150830446,126.90252593491697,134.18447496508304
2011-02-17,133.46000700000002,134.429993,133.33999599999999,134.25,109.30304699999999,109810500,130.82350075000002,3.7520210120800215,127.07147973792,134.57552176208003
2011-02-18,134.369995,134.690002,134.059998,134.529999,109.530975,130002400,131.13200065000004,3.813108346964423,127.31889230303561,134.94510899696445
2011-02-22,133.119995,134.559998,131.470001,131.830002,107.332741,233116400,131.44000085,3.8657317920522822,127.5742690579477,135.30573264205228
2011-02-23,131.75,132.070007,130.21000700000002,131.020004,106.673271,227584000,131.57650065,3.715462085162296,127.86103856483771,135.29196273516231
2011-02-24,130.880005,131.440002,129.699997,130.929993,106.59996799999999,260431400,131.66900095,3.5600730312282964,128.1089279187717,135.22907398122828
2011-02-25,131.479996,132.41000400000001,131.399994,132.330002,107.73980700000001,141686900,131.73200070000001,3.459518478761123,128.2724822212389,135.19151917876113
2011-02-28,132.820007,133.320007,132.380005,133.149994,108.407402,141585500,131.84900055000003,3.3731474252523004,128.47585312474772,135.22214797525234
2011-03-01,133.570007,133.690002,130.889999,130.929993,106.59996799999999,258565500,132.1205002,2.830559069741217,129.2899411302588,134.95105926974122
2011-03-02,130.75,131.820007,130.350006,131.21000700000002,106.82791100000001,200277400,132.23300020000002,2.4243521128941357,129.8086480871059,134.65735231289415
2011-03-03,132.399994,133.619995,132.389999,133.470001,108.667961,176480100,132.25650030000003,2.3746094905265682,129.88189080947345,134.6311097905266
2011-03-04,133.369995,133.630005,131.600006,132.470001,107.85376699999999,277202300,132.4055001,2.2848155574781877,130.12068454252181,134.6903156574782
2011-03-07,132.860001,133.16000400000001,130.740005,131.429993,107.007065,216790400,132.49000020000003,2.159676450789387,130.33032374921063,134.64967665078942
2011-03-08,131.639999,133.0,131.070007,132.580002,107.943352,174615000,132.50400015000002,2.128148986160723,130.37585116383931,134.63214913616073
2011-03-09,132.320007,132.800003,131.600006,132.389999,107.788651,153806000,132.53450020000002,2.1141005966834787,130.42039960331655,134.6486007966835
2011-03-10,131.0,131.179993,129.809998,129.940002,105.793922,301291800,132.5254998,2.114951837959399,130.4105479620406,134.64045163795942
2011-03-11,129.520004,131.309998,129.490005,130.83999599999999,106.52667199999999,225621800,132.40899969999998,2.3963798400264618,130.0126198599735,134.80537954002645
